TimeStamp read_tf.outport_pose.0 read_tf.outport_pose.1 read_tf.outport_pose.2 read_tf.outport_pose.3 read_tf.outport_pose.4 read_tf.outport_pose.5 read_tf.outport_pose.6 jr3.sensor_0.wrench_filter_0.force.x jr3.sensor_0.wrench_filter_0.force.y jr3.sensor_0.wrench_filter_0.force.z jr3.sensor_0.wrench_filter_0.torque.x jr3.sensor_0.wrench_filter_0.torque.y jr3.sensor_0.wrench_filter_0.torque.z
0 0.186636 -0.710068 -1.51663 0.68526012471712 0.00307103055892656 -0.728284132547475 0.00336935061322071 -1.40959 0.759301 6.9299 -0.0853298 0.0435072 -0.0221564
0.0046999999999997 0.187261 -0.710336 -1.51619 0.683945940551541 0.00244545978744107 -0.729524936589823 0.00231019979919791 -1.40959 0.759301 6.9299 -0.0853298 0.0435072 -0.0221564
0.00509999999999877 0.187261 -0.710336 -1.51619 0.683945940551541 0.00244545978744107 -0.729524936589823 0.00231019979919791 -1.40959 0.759301 6.9299 -0.0853298 0.0435072 -0.0221564
0.00969999999999871 0.187261 -0.710336 -1.51619 0.683945940551541 0.00244545978744107 -0.729524936589823 0.00231019979919791 -1.40959 0.759301 6.9299 -0.0853298 0.0435072 -0.0221564
0.0101000000000013 0.187261 -0.710336 -1.51619 0.683945940551541 0.00244545978744107 -0.729524936589823 0.00231019979919791 -1.40959 0.759301 7.36302 -0.0796411 0.0489456 -0.0221564
0.0147000000000013 0.187261 -0.710336 -1.51619 0.683945940551541 0.00244545978744107 -0.729524936589823 0.00231019979919791 -1.40959 0.759301 7.36302 -0.0796411 0.0489456 -0.0221564
0.0151000000000003 0.187261 -0.710336 -1.51619 0.683945940551541 0.00244545978744107 -0.729524936589823 0.00231019979919791 -1.56621 0.911161 7.36302 -0.0853298 0.0435072 -0.0295419
0.0197000000000003 0.187261 -0.710336 -1.51619 0.683945940551541 0.00244545978744107 -0.729524936589823 0.00231019979919791 -1.56621 0.911161 7.36302 -0.0853298 0.0435072 -0.0295419
0.0200999999999993 0.187261 -0.710336 -1.51619 0.683945940551541 0.00244545978744107 -0.729524936589823 0.00231019979919791 -1.4879 0.911161 8.0127 -0.0910184 0.0435072 -0.0221564
0.0246999999999993 0.187261 -0.710336 -1.51619 0.683945940551541 0.00244545978744107 -0.729524936589823 0.00231019979919791 -1.4879 0.911161 8.0127 -0.0910184 0.0435072 -0.0221564
0.0249999999999986 0.187261 -0.710336 -1.51619 0.683945940551541 0.00244545978744107 -0.729524936589823 0.00231019979919791 -1.4879 0.911161 8.22926 -0.0967071 0.0435072 -0.0295419
0.0296999999999983 0.187261 -0.710336 -1.51619 0.683945940551541 0.00244545978744107 -0.729524936589823 0.00231019979919791 -1.4879 0.911161 8.22926 -0.0967071 0.0435072 -0.0295419
0.0300000000000011 0.187261 -0.710336 -1.51619 0.683945940551541 0.00244545978744107 -0.729524936589823 0.00231019979919791 -1.4879 0.911161 8.44581 -0.0853298 0.0380688 -0.0295419
0.0347000000000008 0.187261 -0.710336 -1.51619 0.683945940551541 0.00244545978744107 -0.729524936589823 0.00231019979919791 -1.4879 0.911161 8.44581 -0.0853298 0.0380688 -0.0295419
0.0350000000000001 0.187261 -0.710336 -1.51619 0.683945940551541 0.00244545978744107 -0.729524936589823 0.00231019979919791 -1.4879 0.911161 9.09549 -0.102396 0.0380688 -0.0295419
0.0396999999999998 0.188853 -0.710754 -1.51589 0.683091056547748 0.000478155039582703 -0.730333060458542 2.5169402083501e-05 -1.4879 0.911161 9.09549 -0.102396 0.0380688 -0.0295419
0.0400999999999989 0.188853 -0.710754 -1.51589 0.683091056547748 0.000478155039582703 -0.730333060458542 2.5169402083501e-05 -1.4879 0.835231 9.31205 -0.0739525 0.0326304 -0.0516984
0.0447999999999986 0.188853 -0.710754 -1.51589 0.683091056547748 0.000478155039582703 -0.730333060458542 2.5169402083501e-05 -1.4879 0.835231 9.31205 -0.0739525 0.0326304 -0.0516984
0.0451000000000015 0.188853 -0.710754 -1.51589 0.683091056547748 0.000478155039582703 -0.730333060458542 2.5169402083501e-05 -1.40959 0.53151 9.52861 -0.0568865 0.0326304 -0.0886258
0.0497000000000014 0.188853 -0.710754 -1.51589 0.683091056547748 0.000478155039582703 -0.730333060458542 2.5169402083501e-05 -1.40959 0.53151 9.52861 -0.0568865 0.0326304 -0.0886258
0.0501000000000005 0.188853 -0.710754 -1.51589 0.683091056547748 0.000478155039582703 -0.730333060458542 2.5169402083501e-05 -1.25297 0.30372 9.96173 -0.0511979 0.0326304 -0.0960112
0.0547000000000004 0.188853 -0.710754 -1.51589 0.683091056547748 0.000478155039582703 -0.730333060458542 2.5169402083501e-05 -1.25297 0.30372 9.96173 -0.0511979 0.0326304 -0.0960112
0.0549999999999997 0.188853 -0.710754 -1.51589 0.683091056547748 0.000478155039582703 -0.730333060458542 2.5169402083501e-05 -1.33128 0.15186 10.6114 -0.017066 0.0652608 -0.110782
0.0596999999999994 0.188853 -0.710754 -1.51589 0.683091056547748 0.000478155039582703 -0.730333060458542 2.5169402083501e-05 -1.33128 0.15186 10.6114 -0.017066 0.0652608 -0.110782
0.0600999999999985 0.188853 -0.710754 -1.51589 0.683091056547748 0.000478155039582703 -0.730333060458542 2.5169402083501e-05 -1.17466 -0.15186 11.0445 -0.0113773 0.10333 -0.0960112
0.0604000000000013 0.188853 -0.710754 -1.51589 0.683091056547748 0.000478155039582703 -0.730333060458542 2.5169402083501e-05 -1.17466 -0.15186 11.0445 -0.0113773 0.10333 -0.0960112
0.0646999999999984 0.188853 -0.710754 -1.51589 0.683091056547748 0.000478155039582703 -0.730333060458542 2.5169402083501e-05 -1.17466 -0.15186 11.0445 -0.0113773 0.10333 -0.0960112
0.0650000000000013 0.188853 -0.710754 -1.51589 0.683091056547748 0.000478155039582703 -0.730333060458542 2.5169402083501e-05 -0.939726 -0.22779 11.4776 0.0113773 0.130522 -0.103397
0.069700000000001 0.191554 -0.711345 -1.51586 0.68122671704249 -0.00325194864925543 -0.732060695927851 -0.00259273892306791 -0.939726 -0.22779 11.4776 0.0113773 0.130522 -0.103397
0.0700000000000003 0.191554 -0.711345 -1.51586 0.68122671704249 -0.00325194864925543 -0.732060695927851 -0.00259273892306791 -0.704794 -0.45558 11.4776 0.0227546 0.146837 -0.0960112
0.0747 0.191554 -0.711345 -1.51586 0.68122671704249 -0.00325194864925543 -0.732060695927851 -0.00259273892306791 -0.704794 -0.45558 11.4776 0.0227546 0.146837 -0.0960112
0.0750999999999991 0.191554 -0.711345 -1.51586 0.68122671704249 -0.00325194864925543 -0.732060695927851 -0.00259273892306791 -0.704794 -0.37965 12.3439 0.0284433 0.152275 -0.0738548
0.0753999999999984 0.191554 -0.711345 -1.51586 0.68122671704249 -0.00325194864925543 -0.732060695927851 -0.00259273892306791 -0.704794 -0.37965 12.3439 0.0284433 0.152275 -0.0738548
0.079699999999999 0.191554 -0.711345 -1.51586 0.68122671704249 -0.00325194864925543 -0.732060695927851 -0.00259273892306791 -0.704794 -0.37965 12.3439 0.0284433 0.152275 -0.0738548
0.0800999999999981 0.191554 -0.711345 -1.51586 0.68122671704249 -0.00325194864925543 -0.732060695927851 -0.00259273892306791 -0.391552 -0.15186 12.5604 0.017066 0.141398 -0.0590838
0.0803000000000011 0.191554 -0.711345 -1.51586 0.68122671704249 -0.00325194864925543 -0.732060695927851 -0.00259273892306791 -0.391552 -0.15186 12.5604 0.017066 0.141398 -0.0590838
0.0847000000000016 0.191554 -0.711345 -1.51586 0.68122671704249 -0.00325194864925543 -0.732060695927851 -0.00259273892306791 -0.391552 -0.15186 12.5604 0.017066 0.141398 -0.0590838
0.0850000000000009 0.191554 -0.711345 -1.51586 0.68122671704249 -0.00325194864925543 -0.732060695927851 -0.00259273892306791 -0.391552 -0.0759301 12.5604 0 0.125083 -0.0443129
